GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
22824        4  127782209  127834073    188      13  184305      0.42407      0.33576
10733        4  127880861  127899224     38       9  184305       0.9113      0.18107
256471       4  127917805  127965984    128      11  184305      0.60859       0.2714
80167        4  127965261  128036326    193      22  184305       0.4527      0.32538
55132        4  128061266  128222931    498      22  184305      0.52222      0.30076
10424        4  128269237  128288829     37       7  184305     -0.87487      0.80918
79960        4  128809623  128875224    103      13  184305       1.7448      0.04051
132320       4  128874418  129093607    442      19  184305       2.6092     0.004538
132321       4  129093674  129112688     51       8  184305       2.8457    0.0022159
57575        4  133149290  133208606    197      13  184305      -1.0795      0.85981
132430       4  134196333  134201748     20       5  184305       2.0136     0.022023
54510        4  137518918  137532498     59       7  184305       2.9186    0.0017581
23657        4  138164094  138312660    664      40  184305      -1.1756      0.88013
25819        4  139015759  139045939     52      13  184305      0.23897      0.40557
1998         4  139057717  139177218    320      33  184305     -0.40773      0.65827
84709        4  139266163  139280338     71      12  184305      -1.2003      0.88499
4717         4  139289917  139302551     50      14  184305      -2.4573        0.993
80155        4  139301467  139390781    299      29  184305      -1.1074      0.86595
83452        4  139453232  139475916     45       6  184305      -1.1507      0.87508
80854        4  139495660  139557157    300      19  184305      -1.0532      0.85388
105377622    4  139600624  139608579     24       9  184305     -0.61424      0.73047
4258         4  139665768  139740745    261      24  184305      0.70979      0.23892
55534        4  139716391  140154079   1134      81  184305       1.4737     0.070275
60592        4  140257286  140382556    266      18  184305      0.68783      0.24578
1047         4  140388453  140427661     85      15  184305      -0.4462      0.67227
152586       4  140442258  140499829    157      30  184305      -1.0698      0.85765
255520       4  140524158  140553770    119      31  184305       0.1841      0.42697
7350         4  140559394  140568902     40       8  184305     0.098771      0.46066
23158        4  140620782  140756317    416      67  184305     -0.46489      0.67899
57484        4  140859807  141212869    716      82  184305      -1.3731      0.91514
27309        4  141220294  141234697     30       6  184305      -2.0354      0.97909
3600         4  141636596  141733987    247      29  184305      0.57559      0.28245
8821         4  142028028  142846535   2158      81  184305     -0.68859      0.75446
105377623    4  143177737  143185297     23       5  184305     -0.78265      0.78308
84640        4  143184917  143223874    108      12  184305      -1.6202      0.94741
2549         4  143336762  143474565    343      35  184305     -0.53311      0.70302
8467         4  143513463  143557489     99      14  184305      0.56593      0.28572
166752       4  143577407  143700675    371      24  184305      0.75202      0.22602
2996         4  143870866  143905563    115       3  184305       1.3862     0.082847
2994         4  143995188  144019427     54       5  184305     -0.14172      0.55635
2993         4  144109303  144140752     63       6  184305        1.557     0.059737
64399        4  144645996  144741400    483       3  184305      0.83675      0.20137
10393        4  144967117  145098541    401      21  184305     -0.29175      0.61476
6059         4  145098004  145129524     75      13  184305      0.12735      0.44933
54726        4  145133650  145179973    139      14  184305     -0.25034      0.59884
4086         4  145481306  145559176    143      26  184305     -0.64394      0.74019
166785       4  145619388  145660035     69       7  184305     -0.48771      0.68712
646603       4  145680104  145800392    175      14  184305      0.36228      0.35857
152485       4  145757627  145938455    209      20  184305      0.38435      0.35036
11157        4  146175683  146190061     46       7  184305       1.3454      0.08924
84068        4  146253981  146521971    635      59  184305       1.1083      0.13387
5458         4  146638893  146642471     17       4  184305      0.99087      0.16087
83894        4  146707027  146945882    623      62  184305       3.6167   0.00014921
1909         4  147480917  147544954    177      16  184305      0.10716      0.45733
55751        4  147617371  147635523     17      10  184305       1.5389      0.06192
90826        4  147637785  147684230     68      15  184305       1.8007     0.035871
79658        4  147732063  148072779   1101      40  184305        1.087      0.13852
4306         4  148078764  148445278    869      27  184305       3.7448   9.0274e-05
285423       4  149150322  149815835   1910     100  184305      0.42693      0.33471
166614       4  150078274  150257457    541      27  184305      0.50902      0.30537
987          4  150264659  151015727   1796      80  184305      0.34629      0.36456
10586        4  150581925  150584693      2       1  184305     -0.71814      0.76366
6189         4  151099573  151104652     19       4  184305       2.0203     0.021677
152503       4  151120281  151228030    248      29  184305       1.2568      0.10442
345062       4  151276779  151291611     26       8  184305      0.46934      0.31941
729830       4  151409156  151670503    522      27  184305      0.14792       0.4412
5188         4  151670052  151761023    143      16  184305      0.41032      0.34078
55294        4  152321258  152536095    510      13  184305      -1.4232      0.92266
201799       4  152626114  152680165     91      12  184305     -0.18812      0.57461
201798       4  152769354  152779789     49       8  184305     -0.41183      0.65977
27236        4  152779937  152911912    464      33  184305     -0.90353      0.81688
85462        4  152911570  152979696    266      24  184305      -2.5601      0.99477
23321        4  153152469  153339322    413      34  184305      0.49156      0.31152
84057        4  153344649  153415095    167       6  184305    -0.063506      0.52532
23240        4  153466346  153637608    440      62  184305      0.63055      0.26417
7097         4  153684256  153706091     50      10  184305      -1.9664      0.97537
285533       4  153707672  153760235    118      15  184305      -2.5736      0.99497
6423         4  153780590  153789076     24       8  184305      -2.0604      0.98032
54798        4  154234375  154491778    762      51  184305      -0.1393      0.55539
5356         4  154534997  154550433     51      13  184305       0.6748       0.2499
2244         4  154562980  154572763     25       6  184305       1.7675      0.03857
2243         4  154583128  154590745     31       7  184305       1.3111     0.094907
2266         4  154604134  154612750     21       7  184305       1.1036      0.13489
9227         4  154626961  154753119    487      19  184305      0.26277      0.39636
166863       4  154781252  154828813    135      12  184305       1.4304     0.076304
4887         4  155173754  155217096     95      12  184305      0.56366      0.28649
79884        4  155342658  155376970    133      13  184305       1.1519      0.12468
2982         4  155666568  155737062    147      16  184305     0.081038      0.46771
2983         4  155758973  155807642    272      20  184305     -0.12655      0.55035
51802        4  155829729  155866273     92      13  184305     0.084165      0.46646
6999         4  155903693  155920406     24       4  184305     -0.32295      0.62663
1519         4  155924118  155953896    111      17  184305      -1.1431       0.8735
56034        4  156761611  156971394    962      46  184305      -1.1416      0.87319
2743         4  157076125  157172099    490      47  184305        0.508      0.30573
2891         4  157220584  157366075    530      37  184305        1.544     0.061293
51313        4  158124580  158173050     95      15  184305     0.014353      0.49427
55314        4  158201604  158255287     75      13  184305     -0.14744      0.55861
59350        4  158521714  158653372    572      22  184305      -1.9526      0.97457
201725       4  158666675  158672255     12       5  184305     -0.81211      0.79164
2110         4  158672101  158708713    154      15  184305     -0.83996      0.79954
5481         4  158709127  158723400     32       9  184305     -0.11974      0.54765
57600        4  158769030  158908050    438      20  184305       1.3471     0.088968
152940       4  158893532  159082867    435      17  184305      0.06037      0.47593
9693         4  159104071  159360162    621      36  184305     -0.95575       0.8304
56884        4  161383892  162164034   3563      86  184305     -0.84428      0.80074
92345        4  163109133  163166921    180      15  184305      -0.2946      0.61585
4886         4  163323962  163344832    132      12  184305      0.28858      0.38645
4889         4  163343868  163352403     21       7  184305      0.68474      0.24675
84076        4  163471095  163473895      8       1  184305      0.77227      0.21998
55319        4  163494289  163520539    145      10  184305     -0.22975      0.59086
55016        4  163524298  164383989   2489     109  184305     0.031433      0.48746
23520        4  164197007  164197711      2       1  184305     0.016407      0.49346
100506013    4  164876988  164897527     66      12  184305      -1.1971      0.88437
101059914    4  164929491  164930626      2       1  184305      -1.7005      0.95548
391712       4  164954446  164977666    114      16  184305      -1.7243      0.95767
152756       4  164956948  164959121      6       3  184305       -1.002      0.84182
166655       4  165025762  165041818     62       9  184305      -1.2362       0.8918
201931       4  165076078  165112913    233      12  184305      -0.3627      0.64159
11275        4  165207618  165323156    401      26  184305      -1.0091      0.84355
6307         4  165327666  165343164     68      11  184305      -0.1438      0.55717
1363         4  165378945  165498330    436      50  184305      -1.0492      0.85295
7092         4  165873238  166105178    843      51  184305     -0.54431      0.70689
50859        4  166733384  167234796   1779      93  184305      0.19819      0.42145
11199        4  168092526  168187742    318      24  184305     -0.43399      0.66785
55601        4  168216291  168318807    460      29  184305       1.2299      0.10937
91351        4  168356735  168480515    355      44  184305      0.15664      0.43776
23022        4  168497064  168928457   1633      66  184305      -2.3243      0.98994
84869        4  168894623  169010317    373      31  184305      -1.0218      0.84655
57630        4  169094256  169271098    522      27  184305       1.8775     0.030224
4750         4  169393270  169612629    817      62  184305      0.69115      0.24474
1182         4  169620521  169723187    377      36  184305       2.2733     0.011503
54969        4  169729468  169757942    109      15  184305       1.4741     0.070222
9848         4  169986597  170033028    143      26  184305       1.3302     0.091723
51166        4  170060222  170091699    110      10  184305       1.7903       0.0367
105377532    4  170092143  170107095     28       8  184305      0.71895      0.23609
442117       4  171813424  173040408   3717     112  184305     -0.45946      0.67705
51809        4  173168753  173323967    378      25  184305    -0.059583      0.52376
3148         4  173331376  173334444      5       1  184305      -1.2932      0.90203
8819         4  173370942  173377532     14       5  184305     -0.60484      0.72736
11341        4  173388148  173476691    184      15  184305     -0.96255      0.83211
9464         4  173526501  173530227     14       3  184305      0.27172      0.39292
105377542    4  173527382  173583168    123      13  184305      0.67277      0.25055
26269        4  174236658  174284263     84      12  184305      0.27479      0.39174
80817        4  174283677  174334355     74      14  184305     -0.91271       0.8193
3248         4  174490177  174522898     92      20  184305     -0.12173      0.54844
8001         4  174624141  174829315    662      65  184305     -0.23612      0.59333
11086        4  174918358  174978180    175      12  184305      0.47409      0.31772
2823         4  175632937  176002691   1447      68  184305      -2.3256      0.98998
116966       4  176065834  176182828    319      26  184305       -1.566      0.94133
132851       4  176184574  176195671     43       7  184305      -1.8086      0.96475
140458       4  176213673  176277571    187      13  184305     0.053564      0.47864
60559        4  176319939  176332245     27       3  184305      -1.5107      0.93457
7424         4  176683534  176792745    310      34  184305      0.46942      0.31938
55247        4  177309837  177362938    199      28  184305       0.0597       0.4762
175          4  177430774  177442503     77       6  184305     0.059734      0.47618
285500       4  177444513  177677123    716      56  184305      -2.8816      0.99802
55714        4  182323984  182803024   2332     155  184305       -1.377      0.91575
1635         4  182890087  182917477     68      20  184305     -0.93718      0.82567
80014        4  183098635  183320777    849      95  184305      0.87869      0.18979
53842        4  183318067  183320774      8       4  184305      -2.1972        0.986
100132463    4  183321764  183322426      3       1  184305      -1.3665      0.91411
55602        4  183444635  183449064     29       8  184305    -0.069302      0.52763
3622         4  183505050  183512428     24       4  184305     -0.42152      0.66331
201965       4  183639636  183659178     82      17  184305     -0.82507      0.79533
60684        4  183659267  183713594    193      43  184305     -0.37603      0.64655
56977        4  183796331  184023526    831      50  184305     -0.96478      0.83267
133121       4  184088706  184217961    213      37  184305      0.76391      0.22246
3660         4  184387713  184474580    400      46  184305      0.35478      0.36138
836          4  184627696  184649475     96      17  184305       1.3839     0.083195
201973       4  184649613  184694959    255      21  184305       1.0931      0.13718
79682        4  184694065  184734132    140      28  184305     0.099788      0.46026
2180         4  184755595  184826114    175      23  184305      0.65108       0.2575
391723       4  185018841  185020804      9       4  184305     -0.35943      0.64036
291          4  185143263  185150384     22       7  184305      0.87617      0.19047
57587        4  185151723  185209495    313      26  184305      0.20405      0.41916
83891        4  185204242  185363969    609      86  184305       0.2285      0.40963
55805        4  185363878  185396935     94      13  184305     -0.58398      0.72038
353322       4  185396686  185400243     11       4  184305       1.0387      0.14948
55325        4  185399540  185425985     90      18  184305      0.38988      0.34831
441054       4  185405235  185449828    105      22  184305       1.0458      0.14783
256309       4  185445182  185471759     83      18  184305     -0.48309      0.68548
27295        4  185500660  185535607     90      15  184305      -2.3161      0.98972
105377624    4  185570102  185580930     40       8  184305    -0.028888      0.51152
8470         4  185585444  185956716   1733      95  184305     -0.94075      0.82658
7098         4  186069155  186085098     40       6  184305      -1.4612      0.92802
105377594    4  186104788  186124062     73       6  184305       0.3497      0.36328
25854        4  186144287  186172663    121      12  184305       1.0086      0.15658
105377595    4  186158229  186158843      2       1  184305       1.0912      0.13759
285440       4  186191411  186213463     46       8  184305      0.96225      0.16796
3818         4  186210753  186258474     93      15  184305      0.89776      0.18466
2160         4  186265945  186289681     58       9  184305     -0.37068      0.64456
102723888    4  186416044  186487637    201      25  184305     -0.82273      0.79467
4543         4  186533000  186555383     75      15  184305      0.14303      0.44313
2195         4  186587783  186726915    665      61  184305       1.1433      0.12647
132625       4  187994054  188005050     27       7  184305     -0.94591       0.8279
205860       4  188091255  188109603     63      12  184305      0.32431      0.37285
339976       4  188138189  188147743     32       9  184305       1.3736     0.084783
2483         4  189940819  189963204    193      21  184305    -0.059154      0.52359
448831       4  190024367  190028348     14       3  184305      -1.1828      0.88155
100288687    4  190173669  190175845      4       2  184305      0.34023      0.36684
102723981    4  190184881  190195825     27       9  184305      0.21976      0.41303
105374752    5      51194      57883      7       2  184305      0.27567       0.3914
153478       5      54015     189972    378      14  184305     -0.87768      0.80994
389257       5     191511     195353     10       3  184305      0.69413       0.2438
133957       5     204760     218182     40       5  184305      0.95501      0.16979
6389         5     218223     264816    309       4  184305      -1.1001      0.86436
10016        5     271621     314974    162      10  184305     -0.59826      0.72517
57491        5     304176     438291    462      36  184305      -0.7034       0.7591
11336        5     443209     467305    107      12  184305     -0.85073      0.80254
6550         5     470510     570428    344      37  184305     -0.56022      0.71233
55722        5     612290     663500    153      14  184305     -0.83357      0.79774
11076        5     659862     693395    147      16  184305      0.25796      0.39822
101929895    5     665244     668743     16       4  184305     -0.81345      0.79202
653082       5     710355     784749    174      18  184305       1.6883     0.045676
79844        5     795605     858973    152      11  184305     -0.90825      0.81813
65980        5     863735     892824     63       5  184305      -1.2189      0.88855
9319         5     892854     919072     63       5  184305     -0.48471      0.68606
85409        5    1008820    1038812     93      12  184305     -0.78674      0.78428
10723        5    1050374    1155747    370      47  184305     -0.46382      0.67861
101928793    5    1081751    1083738      7       2  184305       1.7423     0.040732
340024       5    1201595    1225117    114      25  184305   -0.0056943      0.50227
348932       5    1225355    1246189    103      19  184305     -0.22333      0.58836
7015         5    1253167    1295047     86      25  184305       2.6521    0.0040002
81037        5    1317755    1345065     63      10  184305     -0.82046      0.79402
6531         5    1392790    1445428    144      24  184305      -1.0052       0.8426
79888        5    1461427    1525730    175      35  184305     -0.17555      0.56968
64979        5    1798385    1801423     20       5  184305     -0.91284      0.81934
4726         5    1801382    1816051     59       8  184305     -0.37571      0.64643
50805        5    1877427    1887179     45       9  184305      0.95937      0.16869
153572       5    2741863    2751655     15       5  184305     0.020956      0.49164
153571       5    2751943    2755397      5       2  184305      0.40221      0.34377
105374620    5    2917838    2965527    176      19  184305      -1.0505      0.85326
79192        5    3596054    3601403     16       5  184305     0.082124      0.46727
170690       5    5140330    5320299    815      82  184305     -0.57403      0.71703
23379        5    5422673    5490234    108      11  184305     -0.95342      0.82981
105374638    5    6339488    6369751     80      14  184305      -1.9955        0.977
84246        5    6371926    6378526     19       4  184305     -0.64178      0.73949
134111       5    6437347    6496721    205      42  184305       0.7891      0.21503
54888        5    6599239    6633360    152      17  184305      0.32735       0.3717
6715         5    6633360    6669562    164      21  184305       1.5364     0.062226
11044        5    6713953    6757048    183      21  184305       3.2219   0.00063661
108          5    7396230    7830081   1229      87  184305       1.8029     0.035702
134121       5    7830378    7851490     84      13  184305     -0.12373      0.54924
4552         5    7851186    7901124    237      29  184305     0.027263      0.48913
79072        5    7859159    7869037     35       9  184305     -0.55861      0.71179
9037         5    9035026    9546121   1739     150  184305       1.1934      0.11635
50834        5    9628997    9630351      3       2  184305     -0.43976      0.66994
134145       5   10225507   10250036    140      23  184305     -0.39805       0.6547
22948        5   10250170   10266389     76       4  184305     -0.32782      0.62848
134147       5   10277595   10308056    128      16  184305      -1.6969      0.95514
10299        5   10353639   10440388     94       8  184305      -2.1082      0.98249
83853        5   10441862   10482298    101      10  184305     -0.74868      0.77298
105369214    5   10462873   10464841      7       2  184305      0.28095      0.38937
651746       5   10564323   10657816    339      33  184305      -1.3328       0.9087
1611         5   10679230   10761275    309      18  184305       0.1403      0.44421
1501         5   10971840   11904043   2793     194  184305       -1.076      0.85904
1767         5   13690328   14011759   1223      71  184305     0.078315      0.46879
7204         5   14143708   14510204    905      48  184305     -0.20708      0.58203
54491        5   14581782   14616180     48      11  184305     -0.95982      0.83143
90268        5   14664674   14712867     87      13  184305      0.59073      0.27735
56172        5   14704800   14871778    450      44  184305     -0.31498      0.62361
23194        5   15500165   15939796   1051      50  184305     -0.25484      0.60058
441061       5   16067365   16179788    217      32  184305      -1.7105      0.95642
90441        5   16451519   16470327     36       8  184305      0.28682      0.38713
54463        5   16472816   16617058    440      42  184305      -1.1567       0.8763
4651         5   16661907   16936276   1011     109  184305      -1.4918      0.93212
10409        5   17216823   17276845    117      24  184305     -0.26669      0.60515
1016         5   19472930   20575873   3028     102  184305       1.1691      0.12117
1010         5   21750864   22853622   2942     111  184305       0.2351      0.40706
56979        5   23507615   23528597     39      12  184305      0.79772      0.21252
1008         5   24487100   24645024    575      27  184305       0.8309      0.20302
105374693    5   25190596   25520991   1008      45  184305      -1.8862      0.97037
1007         5   26880600   27121198    621      36  184305       0.6054      0.27246
105374700    5   28809035   28898807    170      17  184305    0.0042016      0.49832
1004         5   31193655   31329146    310      39  184305      0.64328      0.26002
29102        5   31400494   31532175    346      27  184305      -1.1545      0.87585
55322        5   31532266   31555058     71      16  184305      -1.8223       0.9658
23037        5   31639363   32110932   1953     214  184305      -1.0179      0.84564
64083        5   32124718   32174319    130      16  184305      0.97448      0.16491
54545        5   32227007   32313008    246      20  184305        0.713      0.23792
51663        5   32354350   32444761    253      19  184305      -1.0749       0.8588
10923        5   32585499   32604079     40       9  184305      0.07657      0.46948
4883         5   32689076   32791724    302      30  184305   -0.0010306      0.50041
6897         5   33440696   33468091     90      14  184305       1.6512     0.049353
81792        5   33523535   33892194   1251      84  184305      -1.3531      0.91199
51289        5   33936386   33938918      2       1  184305     -0.42655      0.66515
51151        5   33944616   33985144     81      13  184305     -0.45527      0.67554
23600        5   33986986   34008115     58      10  184305       1.5137     0.065053
114899       5   34017858   34043266     81       8  184305      0.53692      0.29566
105374753    5   34656306   34658489      6       3  184305      -2.0503      0.97983
26064        5   34656328   34832612    625      68  184305     -0.92951      0.82369
153657       5   34839164   34899650    188      34  184305       0.4444      0.32838
5810         5   34905260   34915675     17       5  184305      0.63522      0.26264
55299        5   34915715   34925682     17       7  184305      0.74223      0.22897
134218       5   34929593   34958964     65      16  184305       1.0491      0.14705
64902        5   34998101   35048188    199      22  184305      0.47914      0.31592
5618         5   35048756   35230589    596      41  184305     -0.86084      0.80534
79925        5   35617779   35814611    626      32  184305      0.76997      0.22066
3575         5   35856875   35879603     79       8  184305     -0.12775      0.55083
133690       5   35904295   35938779    132      15  184305      -1.6614      0.95169
133688       5   35953089   36001045    122      17  184305     -0.82951      0.79659
167127       5   36035017   36066921    101      14  184305      -1.5959      0.94474
92255        5   36098419   36151913     72      14  184305      -1.9513      0.97449
6502         5   36151989   36192788    130      19  184305      -1.1737      0.87974
133686       5   36192589   36242279    108      13  184305     -0.88512      0.81195
202151       5   36247874   36301926    156      19  184305      0.84735       0.1984
6507         5   36606355   36688334    226      49  184305     -0.57126      0.71609
25836        5   36876759   37065819    260      23  184305     -0.41118      0.65953
65250        5   37065171   37249428    233      23  184305      -1.0518      0.85356
9631         5   37291633   37371455    137      13  184305      -1.0387      0.85053
55100        5   37379289   37752674    876      27  184305     -0.41601       0.6613
2668         5   37812677   37839680     84      17  184305      -1.3098      0.90487
100861519    5   37840438   37875799    151      21  184305     -0.77236      0.78005
133584       5   38258409   38465480    639      52  184305      -0.5465      0.70764
3977         5   38474963   38595405    175      21  184305      -0.4587      0.67677
9180         5   38845858   38945579    314      37  184305      0.60613      0.27221
253260       5   38937920   39074419    293      15  184305      0.48858      0.31257
2533         5   39105252   39274523    485      39  184305     -0.64885      0.74178
735          5   39284275   39364553    237      31  184305     -0.57761      0.71823
1601         5   39371674   39425233    179      18  184305     -0.86915      0.80762
5734         5   40679498   40741764    139      14  184305     -0.17966      0.57129
23548        5   40711576   40755970    101      14  184305     -0.36573      0.64272
5562         5   40759379   40798195     74      14  184305     0.010691      0.49574
6167         5   40831328   40835285     10       5  184305     -0.79618      0.78703
84674        5   40841308   40855354     25       6  184305      -1.2384      0.89222
730          5   40909473   41016004    437      40  184305     -0.09941      0.53959
133558       5   40998020   41071342    338      29  184305     -0.98036      0.83655
729          5   41142146   41261486    392      33  184305       -1.936      0.97357
345557       5   41306946   41510628    525      36  184305       0.5761      0.28227
5019         5   41730065   41870689    211      18  184305       1.4036     0.080221
285636       5   41904289   41921636     23       6  184305     -0.71017       0.7612
26272        5   41925252   42040228    219      15  184305     -0.42088      0.66308
2690         5   42423775   42721878    681      39  184305     -0.87572      0.80941
100129792    5   42756818   42802437    136      15  184305       1.3251     0.092576
6414         5   42799880   42811922     30       7  184305       1.5185     0.064445
389289       5   43039080   43040345      2       1  184305      0.37471      0.35394
7690         5   43120888   43176324    240      20  184305      0.23868      0.40568
167359       5   43192054   43280850    220      39  184305      0.60488      0.27263
3157         5   43287470   43313512     52       6  184305      0.86594      0.19326
56477        5   43356972   43412391    163      18  184305     0.046104      0.48161
64417        5   43444252   43485178    119      12  184305      -2.1946       0.9859
375444       5   43486701   43515171     64      10  184305      -1.8834      0.97018
10605        5   43526267   43557419     71       9  184305       -2.201      0.98613
23530        5   43602689   43705566    275      12  184305       -1.427      0.92321
2255         5   44303541   44389780    171      13  184305     -0.65862      0.74493
10884        5   44808925   44815514      9       3  184305     0.063698      0.47461
348980       5   45254950   45696118    475      26  184305     -0.10265      0.54088
133418       5   50396192   50443307    154      27  184305       0.4694      0.31939
79668        5   50665899   50846522    427      30  184305       1.4538     0.073003
3670         5   51383124   51394738     40       6  184305     -0.99656      0.84051
53918        5   52787940   52802617     71      16  184305      -0.1276      0.55077
3672         5   52788302   52953655    554      33  184305      0.79842      0.21231
3673         5   52989326   53094779    369      35  184305       0.3432      0.36572
4338         5   53095679   53109772     64      15  184305     -0.51629      0.69717
10468        5   53480341   53487134     22       5  184305         1.07      0.14232
4724         5   53560623   53683341    430      36  184305       1.7257     0.042197
54622        5   53884748   54310586   1568     106  184305      0.34711      0.36425
112574       5   54517759   54546586     92      13  184305     -0.42253      0.66368
11082        5   54977867   54985586     46       3  184305      0.15712      0.43757
3003         5   55024279   55034132     30       8  184305      -1.1207       0.8688
3001         5   55102646   55110252     28       9  184305      -1.0604      0.85552
166979       5   55112971   55173177    151      21  184305     -0.48447      0.68597
493869       5   55160156   55167301     21       9  184305      -1.1374      0.87232
345643       5   55219597   55227315     26      10  184305     0.087867      0.46499
10309        5   55231152   55233717      2       1  184305     -0.71962      0.76412
54505        5   55256245   55307693    118      17  184305      -1.5391      0.93812
23517        5   55307748   55425581    337      41  184305      -1.4137      0.92127
8611         5   55424842   55535370    379      37  184305      -1.5118      0.93471
153129       5   55625845   55712335    348      38  184305      0.91468      0.18018
54514        5   55737995   55817147    416      48  184305       1.6576       0.0487
133396       5   55840334   55922854    357      43  184305       1.2014      0.11481
3572         5   55935095   55994993    170      32  184305      0.58577      0.27901
79722        5   56099680   56233359    361      20  184305       1.3353     0.090894
101928448    5   56511394   56606232    188      28  184305      0.64892       0.2582
105378979    5   56770327   56773143     10       4  184305      -1.3584      0.91284
4214         5   56815073   56896152    266      39  184305      -2.4735      0.99331
133383       5   56909259   56925532     49      15  184305     -0.35406      0.63835
166968       5   56919602   56952130    111      25  184305     -0.70117       0.7584
65056        5   57173849   57264679    320      29  184305     0.032026      0.48723
345651       5   57480016   57482809     11       4  184305        1.642     0.050294
10769        5   58453982   58460139     21       5  184305     -0.06476      0.52582
202309       5   58491435   58496358     13       5  184305      0.72354      0.23467
115827       5   58582127   58859394    817      56  184305       0.1973       0.4218
5144         5   58969038   60522120   3789      88  184305       0.3434      0.36565
55789        5   60596912   60700166    165      22  184305      0.82393      0.20499
79993        5   60751789   60844283    157      16  184305      0.94681      0.17187
1161         5   60873832   60945078    219      46  184305     0.055759      0.47777
91942        5   60945129   61153037    621      56  184305      0.39741      0.34553
643155       5   61157709   61162475     16       4  184305     -0.39941       0.6552
105378994    5   61321490   61332216     14       3  184305      0.91332      0.18054
57688        5   61332273   61546172    441      34  184305       1.4971     0.067186
285668       5   61637781   61730997    225      20  184305      0.46032      0.32264
3796         5   62306162   62387184    225      22  184305      0.76043       0.2235
27292        5   62388524   62403901     43       9  184305      0.55994      0.28776
51194        5   62412746   62628589    767      52  184305    -0.070754       0.5282
100130733    5   62578735   62581448      8       3  184305     -0.61324      0.73014
3350         5   63960048   63962292     10       3  184305     -0.43041      0.66655
285671       5   64165311   64374375    520      37  184305       1.6091     0.053796
401190       5   64505539   64614657    246      20  184305     -0.35159      0.63743
100132916    5   64690308   64718190     77      11  184305      0.33379      0.36927
285672       5   64718148   64768731    111      18  184305     -0.20331      0.58055
10283        5   64768918   65018763    705      18  184305      0.86083      0.19466
11174        5   65148736   65482027    651      41  184305     -0.56836       0.7151
64105        5   65508067   65563189    183      27  184305     -0.10271       0.5409
23398        5   65563236   65587549     85      13  184305     -0.87154      0.80827
373          5   65589680   65624360     75      26  184305      -1.2605      0.89625
80006        5   65624717   65666127    139      24  184305     -0.82887      0.79641
54557        5   65665928   65722821    240      14  184305     -0.89218      0.81385
57486        5   65722196   65829283    387      29  184305      0.64717      0.25876
55914        5   65926465   66081023    522      33  184305     -0.53765      0.70459
140890       5   66144218   66183616    180      22  184305      0.15653      0.43781
375449       5   66596348   67169598   1997      83  184305      -3.0127      0.99871
4064         5   67181009   67196789     32      12  184305     -0.77533      0.78093
5295         5   68215756   68301821    208      23  184305       1.4355     0.075571
1022         5   69234795   69277430      1       1  184305     -0.63204      0.73632
202243       5   69273101   69332852      1       1  184305     -0.96399      0.83247
101929599    5   70774097   70778812      9       2  184305    -0.076053      0.53031
8293         5   70900663   70918530     37       6  184305      -1.3275      0.90784
6606         5   70924941   70953015     61       8  184305      -1.6948      0.95495
4671         5   70968483   71025114    217      27  184305      -1.3215      0.90683
2966         5   71035124   71067670    143      11  184305      -1.1311      0.87099
55814        5   71455383   71581062    231      44  184305      0.68058      0.24807
64087        5   71587288   71658706     89      14  184305      0.53965      0.29472
9607         5   71719163   71721048      1       1  184305       1.5013     0.066645
4131         5   72107291   72209570    185      19  184305      0.47484      0.31745
23107        5   72219409   72320257    154      15  184305       1.0324      0.15095
79810        5   72320367   72368397     88       9  184305      0.21037      0.41669
167465       5   72439899   72507422    221      28  184305      -1.4791      0.93045
3842         5   72816591   72914388    308      26  184305     -0.17971      0.57131
115548       5   72955981   73090522    340      23  184305      0.35096      0.36281
105379029    5   73114872   73120456     22       8  184305     -0.16003      0.56357
134285       5   73120561   73131817     45       9  184305      -0.3302      0.62937
134288       5   73173196   73175143      5       2  184305    -0.043939      0.51752
2297         5   73446256   73448527      5       3  184305       1.6775     0.046722
689          5   73498425   73505623     34       9  184305       0.9876      0.16167
57763        5   73552200   73565705     40      12  184305      0.04246      0.48307
84135        5   73565741   73583377     89       7  184305      0.38538      0.34998
64283        5   73626158   73941993   1001      85  184305      0.47622      0.31696
8507         5   74627406   74641424     31       9  184305       2.7886    0.0026466
3074         5   74640023   74721288    147      18  184305       1.9198     0.027443
84340        5   74721204   74767371     87      15  184305       1.1648      0.12204
10412        5   74765429   74776912     21       7  184305       2.0439     0.020483
26049        5   74777574   74866838    161      21  184305       1.6007     0.054723
51301        5   75027464   75030899      8       3  184305       -1.074      0.85859
256006       5   75068297   75236887    605      24  184305     -0.61623      0.73113
3156         5   75336334   75362101     72      10  184305       1.6085     0.053867
10087        5   75368486   75511981    515      31  184305      0.68589      0.24639
51426        5   75511043   75599823    364      33  184305     -0.77393      0.78051
728780       5   75611218   75671846    195      29  184305   -0.0055159       0.5022
134359       5   75674198   75717488    131      21  184305     -0.38787      0.65094
22987        5   76083414   76353939    765      73  184305       2.1309      0.01655
10788        5   76403255   76708132    864      74  184305      0.24936      0.40154
2151         5   76615482   76623434     29       7  184305      0.95527      0.16972
2149         5   76716043   76735770    107      24  184305     -0.29241      0.61501
2150         5   76819008   76835315     49      10  184305      -1.5529      0.93978
170591       5   76850001   76952882    292      41  184305      0.68059      0.24807
1393         5   76952835   76981147     95      15  184305     -0.27877      0.60979
